id,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp_3,accepted_cmp_4,accepted_cmp_5,accepted_cmp_1,accepted_cmp_2,complain,age,customer_years,num_no_deal_purchases
3412,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,71,8.96,9
606,Undergraduate,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,55,8.23,2
5961,Undergraduate,Married,42693.0,1,0,2014-07-06,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,44,7.49,3
2975,Undergraduate,Together,85606.0,0,1,2012-12-11,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,46,9.06,20
2894,Undergraduate,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,37,8.18,19
7613,Master,Together,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,48,7.61,10
10542,PhD,Married,36778.0,1,1,2012-05-08,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,54,9.65,3
8015,PhD,Widow,85696.0,0,0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,60,8.83,18
10617,Master,Widow,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,33,7.61,4
11166,Undergraduate,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,61,8.91,10
849,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,69,8.53,14
523,Undergraduate,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,33,8.92,5
4066,Master,Widow,21282.0,1,0,2014-11-05,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,44,7.16,3
8414,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,60,8.38,4
819,Undergraduate,Widow,63285.0,0,0,2013-05-11,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,77,8.64,23
4961,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,48,7.95,3
749,Undergraduate,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,41,8.12,5
5430,Undergraduate,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,66,9.3,7
7755,PhD,Married,57744.0,0,1,2013-12-11,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,68,8.06,12
10525,Undergraduate,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,36,9.22,2
1453,PhD,Widow,57513.0,0,0,2013-06-07,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,79,8.57,23
8310,Undergraduate,Together,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,58,9.34,18
10710,Undergraduate,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,43,9.34,2
5031,Undergraduate,Together,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,48,9.28,24
2613,Master,Married,54197.0,0,1,2014-03-04,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,62,7.83,8
213,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,59,7.6,2
967,Undergraduate,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,46,8.45,6
1077,Undergraduate,Together,56715.0,0,0,2012-05-12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,48,9.64,13
7959,Undergraduate,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,61,7.59,9
640,Undergraduate,Married,57304.0,0,1,2013-11-03,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,71,8.16,21
4252,Undergraduate,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,57,7.78,10
8432,Undergraduate,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,66,9.3,7
6218,Undergraduate,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,57,9.2,15
6905,Undergraduate,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,28,9.36,19
5922,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,48,8.22,8
3598,Undergraduate,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,50,8.61,14
6116,Master,Married,48985.0,0,1,2013-05-07,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,54,8.65,4
6263,Undergraduate,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,54,9.36,3
10486,Undergraduate,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,74,8.59,15
2410,Undergraduate,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,53,7.94,14
193,High School,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,26,7.87,2
3363,Master,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,48,7.79,3
8278,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,32,9.35,14
10660,Master,Married,66726.0,1,1,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,65,7.09,11
8686,High School,Together,23724.0,1,0,2013-08-01,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,43,8.42,3
1604,Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,62,8.13,7
5907,Master,Married,33444.0,1,1,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,70,9.81,2
10669,Undergraduate,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,41,8.63,13
2918,Undergraduate,Widow,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,41,8.72,3
5735,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,31,7.88,16
359,Undergraduate,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,72,8.97,13
8387,Undergraduate,Married,43140.0,0,1,2013-05-01,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,65,8.67,9
1829,PhD,Widow,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,61,8.95,15
3839,High School,Single,15056.0,1,1,2013-03-05,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,64,8.83,2
9392,Undergraduate,Single,26954.0,1,0,2014-08-05,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,51,7.41,2
2292,Undergraduate,Single,22327.0,1,0,2013-02-08,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,37,8.9,3
10466,Undergraduate,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,57,8.36,3
9855,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,70,8.35,24
4088,PhD,Together,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,60,9.56,6
5231,Master,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,48,7.84,3
590,Master,Widow,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,52,9.03,14
8732,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,53,9.12,17
2315,Undergraduate,Widow,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,62,7.7,4
3515,Undergraduate,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,70,7.87,7
2245,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,53,8.7,4
6283,Master,Widow,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,54,8.7,20
2246,Master,Married,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,57,8.98,6
6606,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,53,8.76,15
5545,PhD,Married,78075.0,0,0,2014-05-04,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,50,7.66,12
7342,Master,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,61,9.31,21
837,Undergraduate,Married,54809.0,1,1,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,45,8.15,4
9500,Undergraduate,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,63,8.93,16
3602,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,64,8.0,7
234,Undergraduate,Widow,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,43,9.23,2
2995,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,65,8.38,15
1118,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,66,8.86,16
7789,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,57,8.11,24
3068,Undergraduate,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,32,8.18,4
8955,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,65,7.87,3
945,Undergraduate,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,57,8.61,5
5644,Undergraduate,Together,42213.0,0,1,2013-12-10,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,65,8.06,11
7192,Undergraduate,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,67,8.71,14
2324,Undergraduate,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,50,8.18,27
697,Undergraduate,Together,74918.0,0,0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,53,8.08,19
3439,Undergraduate,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,50,9.17,5
1506,Undergraduate,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,47,8.51,3
232,Undergraduate,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,57,8.46,15
8876,PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,59,9.4,3
4500,PhD,Together,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,31,8.56,22
9739,Undergraduate,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,59,8.95,4
10395,High School,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,36,9.36,4
1176,Undergraduate,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,49,8.28,2
1627,Master,Widow,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,65,8.93,20
938,Undergraduate,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,41,8.42,3
2740,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,64,8.28,3
257,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,63,8.68,16
4058,PhD,Single,61284.0,0,0,2013-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,67,8.06,20
7736,Undergraduate,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,36,9.19,3
8210,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,47,8.38,8
833,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,67,7.76,3
6230,Undergraduate,Widow,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,51,8.88,4
7325,PhD,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,36,8.51,3
1307,Undergraduate,Widow,41986.0,0,1,2014-09-02,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,44,7.33,4
1502,Undergraduate,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,39,8.78,3
6211,PhD,Together,37395.0,1,0,2014-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,46,7.9,3
843,Undergraduate,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,51,7.6,17
4174,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,66,7.71,6
9757,Undergraduate,Together,84906.0,0,0,2013-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,50,8.73,22
6918,Undergraduate,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,33,8.74,3
286,Undergraduate,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,70,8.09,4
11086,High School,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,38,7.95,3
1921,PhD,Married,59062.0,2,1,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,55,8.81,3
4138,Undergraduate,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,60,7.61,21
7718,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,75,7.7,8
1291,PhD,Together,27683.0,1,0,2012-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,44,9.73,8
4136,High School,Single,7500.0,1,0,2012-03-12,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,30,9.81,3
803,Undergraduate,Together,40521.0,1,1,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,54,8.66,2
4298,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,49,7.78,2
10833,Undergraduate,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,47,7.61,21
9606,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,57,8.35,11
8534,Undergraduate,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,70,8.46,20
5153,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,55,8.86,30
961,Undergraduate,Married,74716.0,0,1,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,50,8.06,13
5011,Undergraduate,Widow,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,59,8.21,19
6653,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,52,9.42,10
9094,Master,Married,62972.0,0,1,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,67,9.82,12
810,Undergraduate,Married,74190.0,0,1,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,47,7.07,15
5493,Undergraduate,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,46,7.79,2
2147,Undergraduate,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,53,8.38,21
5107,PhD,Widow,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,49,7.62,2
3979,PhD,Widow,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,39,8.61,15
6049,Master,Together,73450.0,0,0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,40,8.64,25
8147,Undergraduate,Married,31454.0,1,1,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,62,8.57,2
1857,Undergraduate,Single,47139.0,1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,70,7.58,3
3910,Undergraduate,Widow,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,47,8.39,17
5207,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,59,9.27,9
11114,Undergraduate,Together,19656.0,1,0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,52,8.42,3
5429,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,74,8.37,8
9400,Master,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,64,7.53,17
1740,Undergraduate,Married,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,78,7.5,12
7488,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,59,8.94,18
195,Undergraduate,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,50,9.35,6
635,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,56,8.79,9
7527,Master,Widow,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,54,9.11,3
10319,Undergraduate,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,51,8.85,14
2296,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,47,8.04,2
10637,Undergraduate,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,58,9.0,4
2931,Undergraduate,Widow,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,44,9.28,22
907,Undergraduate,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,47,8.09,8
3698,Undergraduate,Together,78687.0,0,0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,39,9.31,17
9516,Master,Widow,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,51,9.37,24
679,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,65,9.28,2
7384,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,71,8.45,13
5043,High School,Married,26997.0,0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,71,9.64,9
5267,Undergraduate,Widow,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,52,8.8,3
339,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,50,9.11,14
2516,Master,Married,46831.0,1,1,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,53,8.41,3
9010,Master,Married,83151.0,0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,50,8.25,21
378,Undergraduate,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,51,9.0,17
4808,Undergraduate,Married,15759.0,0,0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,66,8.65,2
5068,Undergraduate,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,51,8.42,3
7628,Master,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,49,7.79,4
7128,PhD,Single,42997.0,1,1,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,45,8.47,2
2811,PhD,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,59,7.08,3
3551,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,68,7.76,6
1663,PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,44,8.19,3
5543,Undergraduate,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,56,8.52,15
1577,Undergraduate,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,76,7.87,13
10641,Undergraduate,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,44,9.01,2
5336,Master,Together,157733.0,1,0,2013-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,51,8.74,2
6024,Undergraduate,Together,94384.0,0,0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,69,8.75,18
1878,Master,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,37,7.87,4
3099,Undergraduate,Widow,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,52,8.85,6
6055,Undergraduate,Married,71626.0,0,0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,43,9.97,17
5841,Undergraduate,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,56,8.51,16
3972,Undergraduate,Together,50200.0,1,1,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,46,8.83,7
4394,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,57,7.61,21
5758,Undergraduate,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,40,7.96,26
6658,Undergraduate,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,50,8.45,18
4603,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,62,7.92,17
8427,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,66,9.11,21
10260,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,57,8.35,9
7143,Master,Together,74805.0,0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,67,8.56,16
8789,Master,Married,59060.0,1,0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,33,7.17,8
6197,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,60,8.7,3
4554,Undergraduate,Together,47009.0,0,1,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,57,8.97,9
4937,Master,Married,46094.0,1,1,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,49,7.24,3
1920,Undergraduate,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,50,8.43,4
8749,Undergraduate,Together,37235.0,1,0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,38,8.0,3
1650,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,62,8.7,25
10377,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,64,8.57,9
9206,Undergraduate,Together,77382.0,0,1,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,54,7.5,22
10971,Undergraduate,Single,37774.0,2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,45,9.82,8
